Search Engine,Link,Title,Source
Google,https://www.einnews.com/pr_news/623623622/strategy-consulting-market-is-booming-worldwide-deloitte-mckinsey-roland-berger-europe-accenture-europe,"Strategy Consulting Market Is Booming Worldwide | Deloitte, McKinsey, 
Roland Berger Europe, Accenture Europe",EIN News
Google,https://www.automotiveworld.com/news-releases/roland-berger-industry-4-0-automotive-industry-sets-the-standards-for-digital-manufacturing/,"Roland Berger: Industry 4.0: Automotive industry sets the standards for 
digital manufacturing",Automotive World
Google,https://www.consultancy.asia/news/5042/roland-berger-appoints-partners-in-greater-china-and-singapore,Roland Berger appoints partners in Greater China and Singapore,Consultancy.asia
Google,https://www.trailer-bodybuilders.com/distributors-upfitters/article/21255465/roland-berger-expert-to-deliver-global-economic-update-at-hdad,Roland Berger expert to deliver global economic update at HDAD,Trailer Body Builders
Google,https://www.truckinginfo.com/10191203/geopolitical-climate-drives-volatile-global-commercial-vehicle-market,Geopolitical Climate Drives Volatile Global Commercial Vehicle Market,Heavy Duty Trucking
Google,https://hydrogen-central.com/unlocking-hydrogen-growth-middle-east-roland-berger/,Unlocking Hydrogen Growth in The Middle East - Roland Berger,Hydrogen Central
Google,https://www.consultancy-me.com/news/5931/hani-tohme-roland-berger-on-the-circular-economy-transition,Hani Tohme (Roland Berger) on the circular economy transition,Consultancy-me.com
Google,https://www.consultancy.eu/news/8467/roland-berger-adds-team-of-german-restructuring-consultancy-candidus,Roland Berger adds team of German restructuring consultancy Candidus,Consultancy.eu
Google,https://www.automotiveworld.com/news-releases/roland-berger-automotive-disruption-radar-electric-vehicle-boom-undeterred-by-economic-downturn/,"Roland Berger: Automotive Disruption Radar: Electric vehicle boom 
undeterred by economic downturn",Automotive World
Google,https://www.consultancy.eu/news/7891/roland-berger-buys-30-strong-german-manufacturing-consultancy,Roland Berger buys 30-strong German manufacturing consultancy,Consultancy.eu
Google,https://www.consultancy-me.com/news/5886/hani-tohme-and-santiago-castillo-lead-roland-berger-in-middle-east,Hani Tohme and Santiago Castillo lead Roland Berger in Middle East,Consultancy-me.com
Google,https://www.consultancy-me.com/news/5632/roland-berger-adds-darren-perrin-to-waste-and-sustainability-teams,Roland Berger adds Darren Perrin to waste and sustainability teams,Consultancy-me.com
Google,https://www.consultancy-me.com/news/5473/elias-aad-appointed-as-roland-bergers-middle-east-digital-leader,Elias Aad appointed as Roland Berger’s Middle East digital leader,Consultancy-me.com
Google,https://breakbulk.com/Articles/hpc-roland-berger-study-beirut-reconstruction,"HPC, Roland Berger Study Beirut Reconstruction",Breakbulk
Google,https://www.consultancy-me.com/news/5851/roland-berger-caps-record-year-with-nine-senior-appointments,Roland Berger caps record year with nine senior appointments,Consultancy-me.com
Google,https://www.aftermarketnews.com/clepa-roland-berger-reveal-results-of-vehicle-electrification-study/,"CLEPA, Roland Berger Reveal Results of Vehicle Electrification Study",aftermarketNews
Google,https://www.bizjournals.com/stlouis/news/2022/09/08/champions-diversity-inclusion-2022-scott-schenkelb.html,"Champions for Diversity & Inclusion Awards 2022: Scott Schenkelberg, Roland 
Berger - St. Louis Business Journal",The Business Journals
Google,https://poetsandquants.com/2023/03/07/top-consulting-firms-to-work-for-in-europe-and-asia/,Top Consulting Firms To Work For In Europe & Asia,Poets&Quants
Google,https://www.alizila.com/podcast/consultancy-roland-berger-offers-tips-brands-win-consumers-loyalty/,How Luxury Brands Can Build A Loyal Fan Base During 11.11 Shopping Festival,Alizila
Google,https://hbr.org/sponsored/2022/06/companies-must-be-robust-in-six-key-areas-to-cope-with-uncertainty,"Companies Must Be Robust in Six Key Areas to Cope with Uncertainty - 
SPONSOR CONTENT FROM ROLAND BERGER",Harvard Business Review
Google,https://www.consultancy.eu/news/7900/roland-berger-and-kearney-advise-on-acquisition-of-vacanceselect,Roland Berger and Kearney advise on acquisition of Vacanceselect,Consultancy.eu
Google,https://www.automotiveworld.com/news-releases/roland-berger-automotive-disruption-radar-60-of-potential-car-buyers-consider-buying-an-electric-vehicle/,"Roland Berger: Automotive Disruption Radar: 60% of potential car buyers 
consider buying an electric vehicle",Automotive World
Google,https://www.consultancy-me.com/news/5033/web3-pioneer-melanie-mohr-joins-roland-bergers-crypto-economy-team,Web3 pioneer Melanie Mohr joins Roland Berger’s Crypto Economy team,Consultancy-me.com
Google,https://www.consultancy-me.com/news/5072/crypto-oasis-selects-roland-berger-as-its-global-strategic-partner,Crypto Oasis selects Roland Berger as its global strategic partner,Consultancy-me.com
Google,https://www.consultancy-me.com/news/5311/roland-berger-makes-senior-appointments-in-the-middle-east,Roland Berger makes senior appointments in the Middle East,Consultancy-me.com
Google,https://www.huawei.com/ch-en/huaweitech/publication/winwin/40/roland-berger-solutions-carbon-neutrality,Roland Berger: Challenges & Solutions for Carbon Neutrality,Huawei
Google,https://fashionunited.uk/news/business/british-fashion-council-enlists-roland-berger-for-report-on-e-commerce-returns/2022090965069,"British Fashion Council enlists Roland Berger for report on e-commerce 
returns",Fashion United
Google,https://www.consultancy-me.com/news/5239/king-abdullah-financial-district-welcomes-roland-berger,King Abdullah Financial District welcomes Roland Berger,Consultancy-me.com
Google,https://www.alizila.com/digital-savvy-shoppers-investment-buying-what-do-new-luxury-shopping-trends-mean-for-brands/,"Digital-Savvy Shoppers, Investment Buying: What Do New Luxury Shopping 
Trends Mean for Brands?",Alizila
Google,https://phys.org/news/2022-11-reveals-extent-gender-inequality-start-up.html,Study reveals extent of gender inequality in start-up landscape,Phys.org
Google,https://www.automotiveworld.com/articles/fleet-decarbonisation-demands-investment-in-new-capabilities/,Fleet decarbonisation demands investment in new capabilities,Automotive World
Google,https://gulfbusiness.com/crypto-oasis-roland-berger-partner-to-boost-regions-crypto-economy/,"Crypto Oasis, Roland Berger partner to boost crypto economy in the region",Gulf Business
Google,https://www.zawya.com/en/press-release/companies-news/crypto-oasis-and-roland-berger-join-forces-to-advance-the-crypto-economy-in-the-middle-east-uw5t7mzm,"Crypto Oasis and Roland Berger join forces to advance the crypto economy in 
the Middle East",ZAWYA
Google,https://www.consultancy-me.com/news/5281/middle-easts-bold-green-hydrogen-ambition-needs-quick-action,Middle East's bold green hydrogen ambition needs 'quick action',Consultancy-me.com
Google,https://www.bloomberg.com/news/articles/2022-02-23/german-consultancy-roland-berger-is-said-to-consider-ipo,Roland Berger IPO: German Consultancy Company Considers Listing - Bloomberg,Bloomberg News
Google,https://3dprintingindustry.com/news/greenwashing-roland-berger-brands-3d-printings-sustainability-superficial-materialise-calls-for-more-focus-and-investment-208342/,"Greenwashing? Roland Berger brands 3D printing's sustainability 
“superficial,” Materialise calls for more “focus and ...",3D Printing Industry
Google,https://www.moderntiredealer.com/articles/33387-how-to-prepare-your-dealership-to-service-more-evs,How to Prepare Your Dealership to Service More EVs,Modern Tire Dealer
Google,https://www.consultancy-me.com/news/4939/roland-berger-at-the-forefront-of-crypto-strategy-consulting,Roland Berger at the forefront of crypto strategy consulting,Consultancy-me.com
Google,https://www.railjournal.com/in_depth/continued-growth-in-uncertain-times-shows-rails-resilience/,Continued growth in uncertain times shows rail's resilience,International Railway Journal
Google,https://www.nytimes.com/2020/05/31/business/roland-berger-father-nazi-historian.html,"Nazi or Hero? Historian Looks at the Stories a German Consultant Told of 
His Father (Published 2020)",The New York Times
Google,https://www.consulting.us/news/2920/us-energy-consultancy-enovation-joins-roland-berger,US energy consultancy Enovation joins Roland Berger,Consulting.us
Google,https://www.consulting.us/news/3640/roland-berger-promotes-brandon-boyle-and-konstantin-shirokinskiy,Roland Berger promotes Brandon Boyle and Konstantin Shirokinskiy,Consulting.us
Google,https://www.consultancy-me.com/news/5207/in-bahrains-sme-boardrooms-transformation-is-a-true-constant,"In Bahrain’s SME boardrooms, transformation is a true constant",Consultancy-me.com
Google,https://www.consultancy-me.com/news/4650/roland-berger-boosts-leadership-of-aerospace-and-defence-team,Roland Berger boosts leadership of Aerospace and Defence team,Consultancy-me.com
Google,https://www.gdnonline.com/Details/1127668/Roland-Berger-opens-new-offices-at-KAFD,KSA Business: Roland Berger opens new offices at KAFD,Gulf Daily News
Google,https://www.consultancy-me.com/news/4683/roland-berger-promotes-three-senior-members-in-the-middle-east,Roland Berger promotes three senior members in the Middle East,Consultancy-me.com
Google,https://www.consultancy.eu/news/7278/roland-bergers-french-boss-released-from-duties-for-eric-zemmour-dinner,Roland Berger's French boss released from duties for Eric Zemmour dinner,Consultancy.eu
Google,https://propertyeu.info/Nieuws/Roland-Berger-takes-5-stake-in-Domicil-Real-Estate/5669414d-db93-4597-8de4-dc5dfc602f7e,Roland Berger takes 5% stake in Domicil Real ...,propertyEU
Google,https://www.ainonline.com/aviation-news/air-transport/2020-07-21/roland-berger-calls-incremental-green-steps-net-zero,Roland Berger Calls for Incremental Green Steps to Net Zero,Aviation International News
Google,https://www.consultancy.eu/news/2966/charles-edouard-bouee-steps-down-as-ceo-of-roland-berger,Charles-Edouard Bouée steps down as CEO of Roland Berger,Consultancy.eu
Google,https://www.consultancy.eu/news/7305/roland-berger-promotes-11-to-partner-in-4-european-countries,Roland Berger promotes 11 to partner in 4 European countries,Consultancy.eu
Google,https://www.bloomberg.com/news/articles/2022-01-25/roland-berger-manager-sidelined-after-zemmour-dinner,Roland Berger's France Chief Sidelined After Zemmour Dinner,Bloomberg.com
Google,https://www.consultancy.asia/news/4696/dieter-billen-and-kiyoung-song-partner-at-roland-berger,Dieter Billen and Kiyoung Song partner at Roland Berger,Consultancy.asia
Google,https://www.consultancy-me.com/news/4906/roland-berger-boosts-senior-line-up-with-four-new-members,Roland Berger boosts senior line-up with four new members,Consultancy-me.com
Google,https://www.consultancy.eu/news/3169/roland-bergers-due-diligence-tally-nears-1300-in-three-years,"Roland Berger's due diligence tally nears 1,300 in three years",Consultancy.eu
Google,https://www.automotiveworld.com/news-releases/roland-berger-global-semiconductor-shortage-to-persist-for-several-years-beyond-2022/,"Roland Berger: Global semiconductor shortage to persist for several years 
beyond 2022",Automotive World
Google,https://www.automotiveworld.com/news-releases/roland-berger-rising-demand-for-lithium-ion-batteries-may-lead-to-shortages-in-raw-material-supply/,"Roland Berger: Rising demand for lithium-ion batteries may lead to 
shortages in raw material supply",Automotive World
Google,https://www.consultancy.eu/news/6426/roland-berger-advises-norwegians-on-dutch-pizza-deal,Roland Berger advises Norwegians on Dutch pizza deal,Consultancy.eu
Google,https://www.consultancy.asia/news/4289/roland-berger-appoints-partners-in-thailand-and-south-korea,Roland Berger appoints partners in Thailand and South Korea,Consultancy.asia
Google,https://readme.lk/study-by-edotco-and-roland-berger-on-towercos-economic-growth-potential-for-emerging-markets/,"Study by edotco and Roland Berger on TowerCos economic growth potential for 
emerging markets | ReadMe",Readme.lk
Google,https://www.consultancy-me.com/news/4849/roland-berger-strengthens-its-local-presence-in-saudi-arabia,Roland Berger strengthens its local presence in Saudi Arabia,Consultancy-me.com
Google,https://www.consultancy-me.com/news/4635/roland-berger-promotes-pierre-samaties-to-partner,Roland Berger promotes Pierre Samaties to partner,Consultancy-me.com
Google,https://www.consultancy.eu/news/5691/roland-berger-adds-four-new-partners-to-german-partnership,Roland Berger adds four new partners to German partnership,Consultancy.eu
Google,https://news.cgtn.com/news/2020-08-27/Roland-Berger-China-s-manufacturing-has-been-consistent-TiFtBfvGXS/index.html,"Roland Berger: China's manufacturing has been consistent despite global 
disruption",CGTN
Google,https://www.globalconstructionreview.com/germanys-roland-berger-manage-15bn-myanmar-develop/,Germany's Roland Berger to manage $1.5bn Myanmar development,Global Construction Review
Google,https://www.consultancy.eu/news/2275/eike-alexander-kraft-leads-roland-bergers-marketing-pr-team,Eike Alexander Kraft leads Roland Berger's Marketing & PR team,Consultancy.eu
Google,https://www.consultancy-me.com/news/3622/how-roland-berger-helps-young-strategy-consultants-learn-fast,How Roland Berger helps young strategy consultants learn fast,Consultancy-me.com
Google,https://www.consultancy.eu/news/1698/roland-bergers-ma-team-advised-on-1000-transactions-in-past-3-years,"Roland Berger's M&A team advised on 1,000 transactions in past 3 years",Consultancy.eu
Google,https://www.consultancy.eu/news/5439/real-ceo-patrick-muller-sarmiento-re-joins-roland-berger,Real CEO Patrick Müller-Sarmiento re-joins Roland Berger,Consultancy.eu
Google,https://www.consultancy-me.com/news/3972/emir-cabukoglu-on-high-impact-strategic-work-at-roland-berger,Emir Cabukoglu on high-impact strategic work at Roland Berger,Consultancy-me.com
Google,https://www.mrw.co.uk/news/study-finds-23-million-returned-garments-burned-or-landfilled-17-03-2023/,Study finds 23 million returned garments burned or landfilled,Materials Recycling World
Google,https://www.automotiveworld.com/news-releases/roland-berger-pandemic-intensifies-margin-pressure-on-automotive-suppliers-sales-expected-to-decline-globally-by-15-to-20-percent-in-2020/,"Roland Berger: Pandemic intensifies margin pressure on automotive suppliers 
– sales expected to decline globally by ...",Automotive World
Google,https://www.consultancy.asia/news/3703/ye-jun-joins-partner-team-of-roland-berger-in-china,Ye Jun joins partner team of Roland Berger in China,Consultancy.asia
Google,https://www.consultancy.eu/news/3381/roland-berger-adds-bart-deckers-to-belgian-partnership,Roland Berger adds Bart Deckers to Belgian partnership,Consultancy.eu
Google,https://www.consultancy.eu/news/2186/roland-berger-expands-partner-team-in-amsterdam-the-netherlands,"Roland Berger expands partner team in Amsterdam, the Netherlands",Consultancy.eu
Google,https://gulfbusiness.com/crypto-oasis-lists-over-1650-blockchain-firms/,"UAE: Crypto Oasis lists over 1,650 blockchain firms by Q4 2022",Gulf Business
Google,https://www.bloomberg.com/news/articles/2021-12-15/automakers-to-battle-chip-crisis-for-years-consultancy-says,"Chip Shortage to Last Beyond 2022, Automakers Should Redesign Cars: 
Consultancy",Bloomberg News
Google,https://www.consultancy-me.com/news/3945/roland-berger-signals-mixed-progress-across-regions-mobility-landscape,Roland Berger signals mixed progress across region’s mobility landscape,Consultancy-me.com
Google,https://www.consultancy.eu/news/4586/roland-berger-adds-trio-to-restructuring-practice-in-dach,Roland Berger adds trio to Restructuring practice in DACH,Consultancy.eu
Google,https://newsletter.blogs.wesleyan.edu/2021/04/21/4-students-win-case-for-a-cause-competition/,4 Students Win Case for a Cause Competition,Wesleyan Connection
Google,https://www.consultancy.eu/news/5228/roland-berger-appoints-five-new-partners-in-dach-region,Roland Berger appoints five new partners in DACH region,Consultancy.eu
Google,https://www.forbes.com/sites/insead/2012/07/06/roland-berger-rating-europe/,Roland Berger: Rating Europe,Forbes
Google,https://www.digitalnewsasia.com/business/towercos-drive-economic-growth-saysedotco-roland-berger,"TowerCos to drive economic growth says edotco, Roland Berger",Digital News Asia
Google,https://www.consultancy-me.com/news/2680/roland-bergers-bhavin-shah-becomes-a-wef-young-global-leader,Roland Berger's Bhavin Shah becomes a WEF Young Global Leader,Consultancy-me.com
Google,https://www.consultancy-me.com/news/4626/start-up-nation-central-works-with-roland-berger-on-gcc-expansion,Start-Up Nation Central works with Roland Berger on GCC expansion,Consultancy-me.com
Google,https://www.consultancy.eu/news/3788/christian-heinis-and-simon-matthieu-partner-at-roland-berger,Christian Heinis and Simon Matthieu partner at Roland Berger,Consultancy.eu
Google,https://targetjobs.co.uk/careers-advice/business-consulting-and-management/how-i-got-hired-roland-berger,How I got hired at Roland Berger,TargetJobs
Google,https://www.consultancy.asia/news/2849/asia-based-trio-among-roland-berger-worldwide-senior-promotions,Asia-based trio among Roland Berger worldwide senior promotions,Consultancy.asia
Google,https://www.consultancy.asia/news/1762/roland-berger-promotes-two-new-partners-and-senior-partners-in-asia,Roland Berger promotes two new partners and senior partners in Asia,Consultancy.asia
Google,https://www.consultancy.asia/news/3129/greater-china-boss-denis-depoux-elected-to-top-of-roland-berger-tree,Greater China boss Denis Depoux elected to top of Roland Berger tree,Consultancy.asia
Google,https://www.consultancy.eu/news/7070/bain-adds-experienced-duo-to-dutch-financial-services-practice,Bain adds experienced duo to Dutch financial services practice,Consultancy.eu
Google,https://www.consultancy.eu/news/7439/global-consulting-firms-respond-to-russias-invasion-of-ukraine,Global consulting firms respond to Russia’s invasion of Ukraine,Consultancy.eu
Google,https://www.consultancy.asia/news/2305/roland-berger-makes-three-partnership-promotions-across-asia,Roland Berger makes three partnership promotions across Asia,Consultancy.asia
Google,https://www.greencarcongress.com/2018/06/20180601-rb.html,"Roland Berger: demand for purpose-built vehicles for ride-sharing, many 
electric, to reach 2.5M cars by 2025",Green Car Congress
Google,https://www.theguardian.com/world/2019/oct/22/truth-behind-german-businessmans-anti-nazi-father-revealed,Truth behind German businessman's 'anti-Nazi' father revealed,The Guardian
Google,https://www.automotiveworld.com/news-releases/roland-berger-appoints-nine-new-partners-promotes-five-senior-partner/,"Roland Berger appoints nine new partners – and promotes a further five to 
Senior Partner",Automotive World
Google,https://venturebeat.com/entrepreneur/rocket-internet-and-roland-berger-plan-super-incubator/,Rocket Internet and Roland Berger plan ‘super incubator’ (updated),VentureBeat
Google,https://techwireasia.com/amp/2019/05/roland-berger-leader-says-healthcare-needs-more-technology/,Roland Berger leader says healthcare needs more technology,Tech Wire Asia
Google,https://www.greencarcongress.com/2019/12/20191204-emob.html,"New fka and Roland Berger E-Mobility Index finds China best prepared for 
electric mobility among all automotive nations",Green Car Congress
Google,https://www.consultancy.eu/news/3428/marcus-schuller-and-hannah-mareen-zuhlke-join-roland-berger,Marcus Schüller and Hannah Mareen Zühlke join Roland Berger,Consultancy.eu
Google,https://www.romania-insider.com/roland-berger-salrom-graphite-exploitation,Roland Berger to advise Romania's Salrom on graphite exploitation,Romania Insider
Google,https://www.consultancy.asia/news/1463/roland-berger-study-confirms-china-the-worlds-leader-for-bike-sharing,Roland Berger study confirms China the world’s leader for bike-sharing,Consultancy.asia
Google,https://www.consultancy.africa/news/139/caf-hires-roland-berger-to-review-infrastructures-of-afcon-2019,CAF hires Roland Berger to review infrastructures of AFCON 2019,Consultancy.africa
Google,https://www.consultancy.eu/news/5285/roland-berger-and-kpmg-advise-bridgepoint-on-swedish-deal,Roland Berger and KPMG advise Bridgepoint on Swedish deal,Consultancy.eu
Google,https://www.newswire.ca/news-releases/roland-berger-welcomes-oona-stock-to-its-managing-team-830573261.html,Roland Berger welcomes Oona Stock to its managing team,Newswire.CA
Google,https://newsletter.blogs.wesleyan.edu/2018/04/24/wesleyan-students-win-prestigious-consulting-competition/,Wesleyan Students Win Prestigious Consulting Competition,Wesleyan Connection
Google,https://gulfbusiness.com/roland-berger-and-start-up-nation-central-partner-to-tap-opportunities-in-the-gcc/,"Roland Berger and Start-Up Nation Central partner to tap opportunities in 
the GCC",Gulf Business
Google,https://www.consultancy.uk/news/29781/eugene-raguzin-joins-roland-bergers-london-team-as-a-partner,Eugene Raguzin joins Roland Berger's London team as a partner,Consultancy.uk
Google,https://www.consultancy.asia/news/4193/11000-bank-branches-in-southeast-asia-to-shut-over-next-decade,"11,000 bank branches in Southeast Asia to shut over next decade",Consultancy.asia
Google,https://www.consultancy.uk/news/14027/roland-berger-hits-major-milestone-50-years-in-business,Roland Berger hits major milestone: 50 years in business,Consultancy.uk
Google,https://www.consultancy.uk/news/23664/kai-balder-and-hrishikesh-potey-join-roland-bergers-partnership,Kai Balder and Hrishikesh Potey join Roland Berger's partnership,Consultancy.uk
Google,https://www.newswire.ca/news-releases/roland-berger-welcomes-christiane-bergevin-to-its-team-863947418.html,Roland Berger welcomes Christiane Bergevin to its team,Newswire.CA
Google,https://business-review.eu/business/br-interview-szabolcs-nemes-managing-director-roland-berger-companies-must-reinvent-their-business-models-for-the-future-203178,"BR INTERVIEW. Szabolcs Nemes (Managing Director, Roland Berger): Companies 
must reinvent their business ...",Business Review
Google,https://www.ft.com/content/9e796cba-180d-11e5-8201-cbdb03d71480,Illy appoints Roland Berger as it considers stock market listing,Financial Times
Google,https://www.consulting.ca/news/1946/roland-berger-adds-christiane-bergevin-as-senior-advisor,Roland Berger adds Christiane Bergevin as senior advisor,Consulting.ca
Google,https://www.consultancy.eu/news/7425/spains-top-10-strategy-and-management-consulting-firms-for-graduates,Spain’s top 10 strategy and management consulting firms for graduates,Consultancy.eu
Google,https://www.consultancy.in/news/2507/saumitra-sehgal-leads-consulting-firm-roland-berger-in-india,Saumitra Sehgal leads consulting firm Roland Berger in India,Consultancy.in
Google,https://www.consultancy.uk/news/24650/philip-dunne-leads-strategy-consultancy-roland-berger-in-uk,Philip Dunne leads strategy consultancy Roland Berger in UK,Consultancy.uk
Google,https://www.consultancy.uk/news/13453/roland-berger-predict-in-flight-wifi-revolution-is-imminent,Roland Berger predicts in-flight WiFi revolution is imminent,Consultancy.uk
Google,https://www.consultancy.eu/news/5845/anne-bioulac-re-joins-capgemini-invent-as-a-vice-president,Anne Bioulac re-joins Capgemini Invent as a Vice President,Consultancy.eu
Google,https://www.consultancy.asia/news/3848/covid-19-has-made-digitalisation-a-necessity-for-thai-banks,Covid-19 has made digitalisation a necessity for Thai banks,Consultancy.asia
Google,https://www.consultancy.uk/news/2284/roland-berger-mining-industry-has-91-billion-in-cash,Roland Berger: Global mining industry holds $91 billion in cash,Consultancy.uk
Google,https://www.consultancy.uk/news/12659/roland-berger-appoints-regina-koerner-as-global-marcomms-head,Roland Berger appoints Regina Koerner as Global MarComms Head,Consultancy.uk
Google,https://www.consultancy.uk/news/12722/roland-berger-consultant-zihao-xu-moves-over-to-octopus-ventures,Roland Berger consultant Zihao Xu moves over to Octopus Ventures,Consultancy.uk
Google,https://www.ft.com/content/f15acee6-0f2d-11e3-8e58-00144feabdc0,The strategy consultants in search of a strategy,Financial Times
Google,https://www.ainonline.com/aviation-news/business-aviation/2020-07-23/new-study-projects-uam-market-80-billion-2050,New Study Projects UAM Market at $80 Billion by 2050,Aviation International News
Google,https://www.consultancy.asia/news/2465/roland-berger-malaysia-head-to-appear-at-shipping-conference-in-cambodia,Roland Berger Malaysia head to appear at shipping conference in Cambodia,Consultancy.asia
Google,https://www.consultancy.uk/news/12634/roland-berger-promotes-philippe-chassat-and-alain-le-couedic-in-apac,Roland Berger promotes Philippe Chassat and Alain Le Couédic in APAC,Consultancy.uk
Google,https://www.consultancy.uk/news/12543/roland-berger-and-tusk-advisory-oversee-jakarta-rail-station-finances,Roland Berger and Tusk Advisory oversee Jakarta rail station finances,Consultancy.uk
Google,https://www.massdevice.com/danish-rsp-systems-raises-5m-series-glucobeam-light-based-glucometer/,Danish RSP Systems raises $5m Series A for GlucoBeam light-based glucometer,MassDevice
Google,https://www.consultancy.in/news/2008/roland-berger-india-appoints-saumitra-sehgal-as-head-of-financial-services,Roland Berger India appoints Saumitra Sehgal as Head of Financial Services,Consultancy.in
Google,https://www.globaltimes.cn/page/202106/1225767.shtml,"Nearly 60% of European companies plan to expand their businesses in China 
this year: survey",Global Times
Google,https://www.consultancy.uk/news/13075/former-roland-berger-heavyweight-bernd-brunk-joins-alixpartners,Former Roland Berger heavyweight Bernd Brunke joins AlixPartners,Consultancy.uk
Google,https://www.consultancy.asia/news/4772/apac-to-dominate-the-advanced-air-mobility-passenger-market,APAC to dominate the advanced air mobility passenger market,Consultancy.asia
Google,https://www.consultancy.uk/news/13154/interview-roman-fernandez-senior-consultant-at-roland-berger,"Interview: Roman Fernandez, Senior Consultant at Roland Berger",Consultancy.uk
Google,https://www.consultancy.eu/news/5024/german-government-enlists-consultants-for-bafin-reform,German Government enlists consultants for BaFin reform,Consultancy.eu
Google,https://www.consulting.ca/news/1893/oona-stock-joins-roland-bergers-managing-team-in-canada,Oona Stock joins Roland Berger’s managing team in Canada,Consulting.ca
Google,https://sea.mashable.com/tech/18356/indonesians-and-thais-are-getting-hungry-for-evs-according-to-research,"Indonesians and Thais are very hungry for EVs, according to research",Mashable SEA
Google,https://www.consultancy.uk/news/12222/roland-berger-truck-automation-may-stall-on-early-business-case,Roland Berger: Truck automation may stall on early business case,Consultancy.uk
Google,https://mizzima.com/article/swiss-company-roland-berger-manage-bidding-mammoth-project-myanmar,Swiss company Roland Berger to manage bidding for mammoth project in Myanmar,Mizzima
Google,https://www.vccircle.com/roland-berger-names-ravindra-parankushan-as-managing-partner-in-india,Roland Berger names Ravindra Parankushan as managing partner in India,VCCircle
Google,https://www.consultancy.uk/news/11884/roland-berger-partners-with-startup-lisboa,Roland Berger partners with Startup Lisboa,Consultancy.uk
Google,https://www.startupmgzn.com/english/news/bahrain-fintech-bay-in-partnership-with-roland-berger-to-launch-their-new-program-entrepreneurship-masterclass/,"Startup MGZN – Bahrain FinTech Bay in partnership with Roland Berger to 
launch their new program ...",Startup MGZN
Google,https://www.consultancy.uk/news/2395/nicole-zhao-joins-roland-berger-from-at-kearney,Nicole Zhao joins Roland Berger from A.T. Kearney,Consultancy.uk
